budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
60000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,6947,"[{""id"": 1328, ""name"": ""secret""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 11004, ""name"": ""rural setting""}, {""id"": 164092, ""name"": ""blindness""}, {""id"": 164663, ""name"": ""courtship""}, {""id"": 170179, ""name"": ""mentally handicapped man""}, {""id"": 206706, ""name"": ""human nature""}, {""id"": 220979, ""name"": ""aura""}, {""id"": 233027, ""name"": ""romantic""}, {""id"": 233324, ""name"": ""village council""}]",en,The Village,"When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",27.491891,"[{""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-07-30,256697520,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There is no turning back,The Village,6.2,1071
10000000,"[{""id"": 18, ""name"": ""Drama""}]",,55720,"[{""id"": 387, ""name"": ""california""}, {""id"": 2105, ""name"": ""garden""}, {""id"": 2356, ""name"": ""immigrant""}, {""id"": 9276, ""name"": ""truck""}, {""id"": 12423, ""name"": ""illegal immigrant""}, {""id"": 33608, ""name"": ""gardener""}, {""id"": 33609, ""name"": ""stolen truck""}]",en,A Better Life,A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while traveling across town to perform landscaping work for the city's wealthy landowners.,4.123533,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Witt/Thomas Productions"", ""id"": 1089}, {""name"": ""Depth of Field"", ""id"": 1473}, {""name"": ""McLaughlin Films"", ""id"": 28707}, {""name"": ""Lime Orchard Productions"", ""id"": 28708}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-24,1759252,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Every father wants more for his son.,A Better Life,7.0,54
2000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",,346,"[{""id"": 233, ""name"": ""japan""}, {""id"": 1462, ""name"": ""samurai""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 4631, ""name"": ""looting""}, {""id"": 5329, ""name"": ""rice""}, {""id"": 5330, ""name"": ""fencing""}, {""id"": 5331, ""name"": ""village""}, {""id"": 11426, ""name"": ""moral ambiguity""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 33558, ""name"": ""practice""}, {""id"": 208244, ""name"": ""16th century""}]",ja,七人の侍,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.",39.756748,"[{""name"": ""Toho Company"", ""id"": 882}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1954-04-26,271841,207.0,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,The Mighty Warriors Who Became the Seven National Heroes of a Small Town,Seven Samurai,8.2,878
10000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,10388,"[{""id"": 378, ""name"": ""prison""}, {""id"": 3398, ""name"": ""release from prison""}, {""id"": 4702, ""name"": ""suitcase""}, {""id"": 4746, ""name"": ""record producer""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6203, ""name"": ""loss""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 41158, ""name"": ""stakeout""}, {""id"": 156121, ""name"": ""ex-con""}, {""id"": 157892, ""name"": ""warehouse""}, {""id"": 166571, ""name"": ""hired killer""}, {""id"": 195648, ""name"": ""narcotics""}, {""id"": 200574, ""name"": ""motel room""}, {""id"": 207268, ""name"": ""neo-noir""}, {""id"": 208992, ""name"": ""1960s""}]",en,The Limey,"The Limey follows Wilson (Terence Stamp), a tough English ex-con who travels to Los Angeles to avenge his daughter's death. Upon arrival, Wilson goes to task battling Valentine (Peter Fonda) and an army of L.A.'s toughest criminals, hoping to find clues and piece together what happened. After surviving a near-death beating, getting thrown from a building and being chased down a dangerous mountain road, the Englishman decides to dole out some bodily harm of his own.",8.902102,"[{""name"": ""Artisan Entertainment"", ""id"": 2188}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-05-15,3193102,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Vengeance knows no boundaries.,The Limey,6.6,105
41300000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,2069,"[{""id"": 800, ""name"": ""bounty""}, {""id"": 3149, ""name"": ""gangster boss""}, {""id"": 6719, ""name"": ""montreal""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 33780, ""name"": ""dentist""}, {""id"": 160488, ""name"": ""hoodlum""}]",en,The Whole Nine Yards,"A mobster named Jimmy the Tulip agrees to cooperate with an FBI investigation in order to stay out of prison; he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbors figure out his true identity and come knocking to see if he'd be up for one more hit, suburban style.",23.441135,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Nine Yards Productions"", ""id"": 51772}, {""name"": ""Rational Packaging Company"", ""id"": 53013}, {""name"": ""Lansdown Films"", ""id"": 53014}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-02-18,106371651,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,"In the heart of suburbia, a hit man with heart has just moved in.",The Whole Nine Yards,6.2,531
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",,12621,"[{""id"": 2176, ""name"": ""music teacher""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6034, ""name"": ""theatre milieu""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9310, ""name"": ""latina""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 208095, ""name"": ""sweat""}]",en,Hamlet 2,"From the same people that brought you ""Little Miss Sunshine,"" Hamlet 2 is the story of Dana Marschz, a high school drama teacher facing the cancellation of his program. A spoof on the typical story of bringing inner city and privileged youth together to succeed, this offbeat comedy contains a hilarious musical finale.",5.293363,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-01-21,0,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One high school drama teacher is about to make a huge number 2.,Hamlet 2,6.1,56
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,16358,"[{""id"": 6625, ""name"": ""family secrets""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 146946, ""name"": ""death in family""}, {""id"": 155294, ""name"": ""family conflict""}, {""id"": 204904, ""name"": ""exploding boat""}]",en,Eulogy,"A black comedy that follows three generations of a family, who come together for the funeral of the patriarch - unveiling a litany of family secrets and covert relationships.",9.085482,"[{""name"": ""Myriad Pictures"", ""id"": 738}, {""name"": ""Artisan Entertainment"", ""id"": 2188}, {""name"": ""Eulogy Productions LLC"", ""id"": 25918}, {""name"": ""Ovation Entertainment"", ""id"": 25919}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-10-15,0,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Eulogy,6.4,34
0,[],,281189,"[{""id"": 187056, ""name"": ""woman director""}]",en,Gory Gory Hallelujah,"Four actors compete for the role of Jesus - a black revolutionary, a bisexual hippie, a Jew, and a feminist. When all four are rejected, they hit the road on bad-ass motorcycles, bound for glory in New York City. But when a run-in with a gang of Elvises ends in murder, they find themselves taken prisoner in a little town called Jackville - where folk don't take kindly to blasphemers. The Jesuses fall prey to an evil conspiracy that can only lead to the Apocalypse.",0.033883,[],[],2003-11-05,0,0.0,[],Released,,Gory Gory Hallelujah,1.0,1
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,260778,"[{""id"": 18425, ""name"": ""teenage love""}]",ta,வாலு,"Sharp (Simbu), a happy-go-lucky guy, loves Priya (Hansika), a college student, but later learns that she is enagaged to Anbu ( Aditya), a businessman-gangster. Priya wants them to remain friends and Sharp agrees, all the while scheming to make her fall in love with him.",0.320387,"[{""name"": ""Nic Arts"", ""id"": 11831}, {""name"": ""Simbu Cine Arts"", ""id"": 82002}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2015-08-14,0,155.0,"[{""iso_639_1"": ""ta"", ""name"": ""\u0ba4\u0bae\u0bbf\u0bb4\u0bcd""}]",Released,Life is what u make it,Vaalu,6.7,5
3000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.hobowithashotgun.com/,49010,"[{""id"": 293, ""name"": ""female nudity""}, {""id"": 549, ""name"": ""prostitute""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 1667, ""name"": ""pimp""}, {""id"": 3508, ""name"": ""underwear""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 14546, ""name"": ""massacre""}, {""id"": 14707, ""name"": ""brutality""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14898, ""name"": ""spitting blood""}, {""id"": 14899, ""name"": ""white suit""}, {""id"": 14900, ""name"": ""genocide""}, {""id"": 14901, ""name"": ""body mutilation""}, {""id"": 18077, ""name"": ""extreme sadism""}, {""id"": 18078, ""name"": ""child killer""}, {""id"": 18081, ""name"": ""sawed off shotgun""}, {""id"": 18082, ""name"": ""flamethrower""}, {""id"": 18083, ""name"": ""attempted robbery""}, {""id"": 18085, ""name"": ""intestines""}, {""id"": 18086, ""name"": ""disembowelment""}, {""id"": 18087, ""name"": ""attempted rape""}, {""id"": 18088, ""name"": ""shot repeatedly""}]",en,Hobo with a Shotgun,"A vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. Seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes and even a pedophile Santa, the Hobo goes about bringing justice to the city the best way he knows how - with a 20-gauge shotgun. Mayhem ensues when he tries to make things better for the future generation. Street justice will indeed prevail.",16.900433,"[{""name"": ""Rhombus Media"", ""id"": 164}, {""name"": ""Yer Dead Productions"", ""id"": 6869}, {""name"": ""Telefilm Canada"", ""id"": 7320}, {""name"": ""Whizbang Films"", ""id"": 17457}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2011-05-06,748453,86.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Delivering justice, one shell at a time...",Hobo with a Shotgun,5.7,211
38000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,8874,"[{""id"": 1005, ""name"": ""karaoke""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 5756, ""name"": ""man-woman relation""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 13027, ""name"": ""wedding""}]",en,My Best Friend's Wedding,"When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",15.401855,"[{""name"": ""TriStar Pictures"", ""id"": 559}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-06-19,299288605,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,It's about finding the love of your life. And deciding what to do about it.,My Best Friend's Wedding,6.3,584
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}, {""id"": 80, ""name"": ""Crime""}]",,1969,"[{""id"": 534, ""name"": ""mexico""}, {""id"": 2492, ""name"": ""bank robber""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 15363, ""name"": ""bank robbery""}, {""id"": 155445, ""name"": ""bank vault""}, {""id"": 163671, ""name"": ""steam locomotive""}]",es,Bandidas,"Set in the late 19th century. When a ruthless robber baron takes away everything they cherish, a rough-and-tumble, idealistic peasant and a sophisticated heiress embark on a quest for justice, vengeance…and a few good heists.",20.27704,"[{""name"": ""Ultra Films"", ""id"": 828}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""TPS Star"", ""id"": 6586}, {""name"": ""EuropaCorp"", ""id"": 6896}, {""name"": ""A.J.O.Z. Films"", ""id"": 11473}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",2006-01-18,10496317,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Being BAD never looked so GOOD!,Bandidas,5.8,307
