budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,375950,"[{""id"": 11612, ""name"": ""hospital""}, {""id"": 13005, ""name"": ""doctor""}]",fr,Médecin de campagne,"All the people in this countryside area, can count on Jean-Pierre, the doctor who auscultates them, heals and reassures them day and night, 7 days a week. Now Jean-Pierre is sick, so he sees Natalie, a young doctor, coming from the hospital to assist him. But will she adapt to this new life and be able to replace the man that believed to be irreplaceable?",2.651304,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Le Pacte"", ""id"": 5125}, {""name"": ""31 Juin Films"", ""id"": 45969}, {""name"": ""Cinefrance"", ""id"": 68543}, {""name"": ""Les Films du Parc"", ""id"": 80017}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2016-03-23,0,102.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,,The Country Doctor,6.0,63
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,10569,"[{""id"": 974, ""name"": ""bank""}, {""id"": 1946, ""name"": ""restaurant""}, {""id"": 2273, ""name"": ""role of women""}, {""id"": 2492, ""name"": ""bank robber""}, {""id"": 4183, ""name"": ""wife""}, {""id"": 4733, ""name"": ""pizzeria""}, {""id"": 4735, ""name"": ""pizza""}, {""id"": 8586, ""name"": ""keks""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 15363, ""name"": ""bank robbery""}, {""id"": 160488, ""name"": ""hoodlum""}]",en,Small Time Crooks,A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.,11.423533,"[{""name"": ""DreamWorks SKG"", ""id"": 27}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-05-19,0,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They took a bite out of crime,Small Time Crooks,6.4,155
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,5038,"[{""id"": 107, ""name"": ""barcelona spain""}, {""id"": 3190, ""name"": ""menage a trois""}, {""id"": 10818, ""name"": ""author""}]",en,Vicky Cristina Barcelona,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",32.758254,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Gravier Productions"", ""id"": 1824}, {""name"": ""Antena 3 Films"", ""id"": 6538}, {""name"": ""Televisi\u00f3 de Catalunya (TV3)"", ""id"": 8530}, {""name"": ""Antena 3 Televisi\u00f3n"", ""id"": 11737}, {""name"": ""Mediapro"", ""id"": 12010}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2008-08-15,96408652,96.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Life is the ultimate work of art,Vicky Cristina Barcelona,6.7,1020
12000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.magpictures.com/deadfall/,97614,"[{""id"": 9104, ""name"": ""partner""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 10718, ""name"": ""fugitive""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 18035, ""name"": ""family""}, {""id"": 156064, ""name"": ""homecoming""}, {""id"": 159707, ""name"": ""crime gone awry""}, {""id"": 193305, ""name"": ""dishonesty""}, {""id"": 193546, ""name"": ""siblings relations""}, {""id"": 206687, ""name"": ""chases and races""}, {""id"": 206701, ""name"": ""criminal heroes""}, {""id"": 206718, ""name"": ""cons and scams""}, {""id"": 207112, ""name"": ""murderous pair""}]",en,Deadfall,"A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration.",10.19041,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Mutual Film Company"", ""id"": 762}, {""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Magnolia Pictures"", ""id"": 1030}, {""name"": ""Madhouse Entertainment"", ""id"": 12199}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-08,66351,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Twisty thriller... a wild ride.,Deadfall,5.6,224
3500000,"[{""id"": 18, ""name"": ""Drama""}]",,27029,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 440, ""name"": ""missionary""}, {""id"": 745, ""name"": ""nun""}, {""id"": 1690, ""name"": ""belgium""}, {""id"": 10482, ""name"": ""sanitarium""}, {""id"": 11322, ""name"": ""female protagonist""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 159845, ""name"": ""tuberculosis""}, {""id"": 160800, ""name"": ""congo""}, {""id"": 165470, ""name"": ""convent""}, {""id"": 172399, ""name"": ""thinness""}, {""id"": 198780, ""name"": ""obedience""}]",en,The Nun's Story,Gabrielle Van Der Mal gave up everything to become a nun. But her faith and her vows are forever being tested: first in the missionary Congo hospital where she assists the brilliant and handsome Dr. Fortunati and then at the mother house in France when World War II has broken out and the nuns are forbidden by the order to take sides.,3.281509,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1959-06-18,12800000,149.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Her Faith Remained Strong and True in the Face of Africa's Terrors!,The Nun's Story,7.4,46
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",,20406,[],en,Rockaway,"Trane is a decorated war hero just shipped home to the States from Afghanistan after the brutal murder of his wife and child back in Rockaway, Queens. Upon his return, Trane encounters his old friend Dave, who describes the new forces of crime and prostitution that have moved into their neighborhood and caused the destruction of his family.",0.361554,"[{""name"": ""Rockaway the Movie"", ""id"": 3767}, {""name"": ""Off Hollywood Pictures"", ""id"": 3768}, {""name"": ""Panamax Films"", ""id"": 3769}, {""name"": ""Crook Brothers Productions"", ""id"": 3770}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-07-07,0,76.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,,Rockaway,5.8,2
0,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",,27686,"[{""id"": 162843, ""name"": ""state fair""}]",en,State Fair,"During their annual visit to the Iowa State Fair, the Frake family enjoy many adventures. Proud patriarch Abel (Charles Winninger) has high hopes for his champion swine Blueboy; and his wife Melissa (Fay Bainter) enters the mincemeat and pickles contest...with hilarious results.",1.847822,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1945-08-29,0,96.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,State Fair,6.2,19
0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",,306667,"[{""id"": 2673, ""name"": ""horse""}, {""id"": 10809, ""name"": ""teenage girl""}]",en,Horse Camp,"What’s the matter with Kathy (Jordan Trovillion, Highland Park)? She’s your typical 17 year-old girl in search of something more in her life. It seems the only place she is going to find it is at Horse Camp. Her father Luke (Dean Cain, Lois &amp; Clark: The New Adventures of Superman) recognizes that she’s got it in her blood, a sensibility in her being - she understands horses just as much as they understand her. But at Horse Camp there is much more to learn, not only about horses, but about people and the many challenges of friendship.",0.172299,"[{""name"": ""Be Your Own Hollywood"", ""id"": 39706}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-01-10,0,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The summer they'll never forget,Horse Camp,5.5,2
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.the-scorpion-king.com/,9334,"[{""id"": 1160, ""name"": ""egypt""}, {""id"": 1530, ""name"": ""temple""}]",en,The Scorpion King,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",37.537093,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Kalima Productions GmbH & Co. KG"", ""id"": 7385}, {""name"": ""World Wrestling Entertainment (WWE)"", ""id"": 7588}, {""name"": ""Alphaville Films"", ""id"": 11462}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}]",2002-04-16,165333180,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Released,Warrior. Legend. King.,The Scorpion King,5.3,779
250,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",,173224,"[{""id"": 167043, ""name"": ""road movie""}]",en,Along the Roadside,"Road movie about two young people from different parts of the world, their vastly different clashing cultures and their journey of self-discovery during the drive to the largest music festival in California.",0.166655,"[{""name"": ""Metakwon Filmworks"", ""id"": 65815}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-02-28,0,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Along the Roadside,7.7,3
0,"[{""id"": 18, ""name"": ""Drama""}]",,19615,[],en,Flying By,"A real estate developer goes to his 25th high school reunion without his wife, and finds his old teenage band playing. They get him up on stage for a couple of songs, and convince him come to a rehearsal. His wife is outraged that he played. His daughter thinks it's kind of cool. His Mother, in a retirement home, encourages him to enjoy life. He feels some temporary relief from the pressures of business complexities and the stress of marriage tensions. The band gets booked at a popular bar, which leads to a last minute booking to open for a reunion tour, with the possibility of additional tour dates. But the band has internal conflicts. He faces a tough decision to give it a shot even though it will affect his marriage, his family, particularly his daughter, and his business.",1.546169,[],[],2009-01-01,0,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's about the music,Flying By,7.0,2
30250000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,8012,"[{""id"": 395, ""name"": ""gambling""}, {""id"": 416, ""name"": ""miami""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 8438, ""name"": ""job""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 10391, ""name"": ""mafia""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11061, ""name"": ""debt""}, {""id"": 11578, ""name"": ""mobster""}, {""id"": 12094, ""name"": ""business""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 33879, ""name"": ""producer""}, {""id"": 159608, ""name"": ""con""}]",en,Get Shorty,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.",15.585138,"[{""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-10-20,115101622,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The mob is tough, but it’s nothing like show business.",Get Shorty,6.4,302
75000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,2900,"[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 13149, ""name"": ""pregnancy""}, {""id"": 14626, ""name"": ""astronaut""}]",en,The Astronaut's Wife,"When astronaut Spencer Armacost returns to Earth after a mission that nearly cost him his life, he decides to take a desk job in order to see his beautiful wife, Jillian, more often. Gradually, Jillian notices that Spencer's personality seems to have changed, but her concerns fade when she discovers that she's pregnant. As Jillian grows closer to becoming a mother, her suspicions about Spencer return. Why does it seem as if he's a different person?",20.697556,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Mad Chance"", ""id"": 1757}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-08-26,19598588,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How well do you know the one you love?,The Astronaut's Wife,5.4,254
0,"[{""id"": 18, ""name"": ""Drama""}]",,259943,"[{""id"": 2692, ""name"": ""arranged marriage""}, {""id"": 181962, ""name"": ""labor camp""}]",zh,归来,Lu and Feng are a devoted couple forced to separate when Lu is arrested and sent to a labor camp as a political prisoner during the Cultural Revolution. He finally returns home only to find that his beloved wife no longer remembers him.,6.017273,"[{""name"": ""LeVision Pictures"", ""id"": 20966}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}]",2014-05-16,0,111.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,,Coming Home,6.9,49
130000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",,82700,"[{""id"": 4565, ""name"": ""dystopia""}]",en,After Earth,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",42.840582,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Blinding Edge Pictures"", ""id"": 12236}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-05-30,243843127,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Danger is real, fear is a choice",After Earth,5.0,2532
